Feature_1,Feature_2
-2.493171805,8.425040474
-7.639043551,1.198568428
4.318585603,3.644152513
-7.593981634,0.699204598
-5.075806022,-3.229205338
-0.745659956,-2.169796893
5.636207339,5.064742638
-2.983701885,-7.793706207
8.842264164,-6.572287824
1.896926501,3.215659736
-4.900295631,-3.592919008
4.166714194,-9.272554062
7.40319936,-8.778260158
3.630346926,-4.952938683
9.444531316,-0.439396641
-5.85240346,-5.571198194
1.104422701,-6.851928221
4.239680108,-6.149617339
8.863639126,4.949753823
3.211633181,-4.371481223
0.567448141,4.328302955
7.439493168,-8.081994902
-0.384850601,-2.722286843
6.834937464,1.379072214
7.771611764,5.389154027
2.997544236,3.736114717
-0.177391077,-7.577068306
2.452442166,-1.193689494
-9.831359985,0.488446698
9.319152168,8.8022592
7.277445337,-3.829358081
-9.300317295,6.352119616
-5.236036348,3.750387326
-4.355604248,7.950712793
7.299537552,-7.811745901
-6.02354509,-3.404226949
-9.759153662,4.210015652
6.365456667,-9.446143834
-2.433341764,-5.395393742
-7.561862024,1.808135357
8.046248604,-8.529110506
-6.061617,-9.949042699
8.760264679,1.6684888
5.015066983,3.024888906
-8.301158411,5.545945802
-8.350442951,4.364684596
2.251485272,5.688735309
8.249109285,-6.320995084
0.27611468,9.580915927
4.117362213,4.740497875
6.487617886,-0.924749637
7.249756822,8.365048092
-1.949813204,-0.568553172
3.515639837,-7.66031438
7.021256738,-2.104770415
-4.556909636,-6.803968866
4.156380486,1.53762979
-9.505242604,0.117754394
-5.239037836,9.630236011
-6.176003496,-8.788834858
5.143567007,-5.219160367
5.098194984,1.52184812
-8.49271233,-4.463116457
-3.813006129,3.033612024
3.322858465,-1.498542086
9.672206047,-5.169353845
2.778182062,-9.342615539
0.754283994,3.136857874
0.296383249,-8.241528235
8.861131587,-8.53525739
0.467669279,7.639652455
0.963161658,8.344419579
-4.94315012,-1.365651189
1.901277936,-7.826918395
9.971515409,4.499311332
-0.032368792,-3.764174536
-0.154422267,-5.393401776
3.330667508,-0.458328941
-7.205755267,-5.417187457
-9.042300115,-0.141543809
-6.479643491,-7.408239061
3.618504091,1.057460785
4.680353153,8.458478695
-1.679427865,0.57161051
0.342501974,1.192127503
-9.997801784,-0.743336139
-9.468075168,5.077012814
6.600715793,-5.960518147
8.142373557,6.726252163
3.485087341,4.984878102
-8.715324324,8.936550732
1.595187115,9.418754081
-2.254931527,9.915276599
-1.824423651,-6.456722999
8.079474023,-5.860211513
3.24745051,8.379962822
-8.316723448,-0.833072663
-0.554137342,1.747798463
-5.800894145,8.570461221
4.779335238,-8.43469059
-1.857934385,-7.811995388
-6.966784693,-1.826637854
3.648838941,5.393269164
9.295838431,3.086829611
-9.997091298,0.319454746
-8.251649444,6.82036353
1.714724521,3.81472535
-3.866070657,0.720177406
8.863036309,6.418746736
-3.728990694,0.191010398
8.738881874,-1.801589184
-4.370396205,-8.061252804
-4.48381684,8.003389601
2.838546014,7.24122141
5.583688168,5.92745349
7.292017194,-7.584532371
-6.812489761,-5.761335233
-8.416164423,-4.497096482
2.804662265,-1.250135458
-5.544452802,0.68852681
-8.672532181,-3.977660762
8.245503706,-4.544643476
8.576855043,1.128961941
-6.56115028,-0.979595931
0.291461312,-9.944336719
-1.4388178,-5.977541516
9.430084823,0.714766505
-0.076606386,8.828480528
9.705811729,9.628641606
-0.029681246,-8.679514189
7.509687397,-5.190841533
3.780571274,9.353820305
5.885352419,7.614442027
8.967145044,9.952010785
5.127996741,7.644142205
-2.043029165,5.404455124
1.758260565,7.95179092
-1.118481642,8.980293433
2.717217569,-5.549094892
7.869611866,2.701975511
5.057817888,4.783855759
9.74934542,-7.690010771
-6.547952712,-1.49027019
-8.368485521,1.287852327
-8.319821429,4.315912851
-0.262571251,-2.986424321
-5.705856869,-4.362257451
-2.568360153,-7.726963051
-9.653362316,-7.985577023
-7.278906034,5.942383549
4.699763134,-9.862116325
-8.227650194,9.424152433
-8.367656788,6.65307467
5.408624555,-4.028596045
-4.904676489,-8.512537202
-3.912747631,-5.895469691
8.344935153,-4.17761109
1.816076209,-0.178547439
-9.350603949,-9.830015889
-8.538705479,-2.050123329
1.385358686,-6.692642233
5.251347031,-4.520059693
-8.255415765,6.980511927
-6.586562253,7.499555685
4.691606856,4.584242758
8.37379647,9.710794479
4.274800296,-2.137796137
-8.442695889,4.917300317
-6.313466905,-9.006359438
8.303835214,-6.766365015
-0.907048513,1.167592309
-0.400230032,7.210225106
5.658595428,-5.3820968
-5.986827025,5.282300827
-6.548967713,-9.935786231
-4.498831174,-7.445856297
-2.963083185,-9.082225315
-3.922528778,0.492219727
-1.261679275,1.37656744
1.041832965,6.222889733
-6.728049611,-5.782745311
-8.929121041,1.392395125
